t,lat,lon,alt,v1,v2,v3,a1,a2,a3
1380,19.9322824498765,-18.8424350819859,409675.003541897,-364.650990237787,4990.50103439134,5410.51729059737,-6.95319881953998,2.67444542963548,-2.94524533262131
1385,20.1762291681535,-18.6354091295391,409699.516489819,-399.406057115807,5003.80652506424,5395.7045824409,-6.94879602178785,2.64773596086066,-2.97982191720978
1390,20.4198737372823,-18.4276747941561,409724.605337085,-434.138618154838,5016.97824747395,5380.71923165044,-6.94419064361526,2.62093871650906,-3.01430220386207
1395,20.6632112713814,-18.2192217578029,409750.264446931,-468.847631534305,5030.01576702942,5365.56172245283,-6.93938287720246,2.59405443402306,-3.04868509757041
1400,20.9062368405612,-18.0100391312382,409776.488117988,-503.532100549566,5042.91864902014,5350.23254455276,-6.9343729370608,2.56708379567513,-3.0829695020844
1405,21.1489454701582,-17.8001159576989,409803.270585712,-538.191029681951,5055.68646185871,5334.73219314043,-6.92916103787647,2.54002749070101,-3.11715431939659
1410,21.3913321399618,-17.5894417165782,409830.606023935,-572.823379993179,5068.31878215968,5319.06116890103,-6.92374737393529,2.51288627701263,-3.15123844949083
1415,21.6333917834363,-17.3780053142712,409858.488546498,-607.428158023012,5080.81518561063,5303.21997802489,-6.91813216572818,2.48566085975426,-3.18522079036481
1420,21.8751192869343,-17.1657955879006,409886.912208975,-642.00437153585,5093.17525114178,5287.20913221675,-6.91231563877505,2.45835195275609,-3.21910023831094
1425,22.1165094889032,-16.9528018090541,409915.871010384,-676.550984612594,5105.39856692509,5271.02914870312,-6.90629800383681,2.43096033947798,-3.2528756884415
1430,22.3575571790872,-16.7390126746743,409945.35889493,-711.067007237011,5117.48471942089,5254.68055023639,-6.90007950194751,2.40348675120149,-3.28654603543698
1435,22.5982570977202,-16.5244168108498,409975.369753681,-745.551450727632,5129.43329846341,5238.16386509472,-6.89366038361938,2.37593192768975,-3.32011017446833
1440,22.8386039347125,-16.3090032766044,410005.897426186,-780.00328253586,5141.24390416772,5221.47962707702,-6.88704088927528,2.34829667732395,-3.35356700225447
1445,23.0785923288317,-16.0927605548608,410036.935701979,-814.421516491494,5152.9161341472,5204.62837549236,-6.88022129217481,2.32058175502587,-3.38691541821229
1450,23.3182168668758,-15.8756770562904,410068.47832199,-848.805167923489,5164.44958950341,5187.6106551435,-6.87320187756735,2.29278792224275,-3.42015432563383
1455,23.5574720828376,-15.6577416231818,410100.518979791,-883.153208163262,5175.84388263025,5170.42701630464,-6.86598292300573,2.26491600646886,-3.4532826328448
1460,23.7963524570649,-15.4389425204717,410133.051322716,-917.46465541704,5187.09862259992,5153.07801469349,-6.85856473891601,2.236966779194,-3.48629925429881
1465,24.0348524154108,-15.2192681077711,410166.068952846,-951.738514321864,5198.21342484159,5135.56421143808,-6.85094764110262,2.20894103561248,-3.5192031115484
1470,24.272966328377,-14.9987065028369,410199.565427818,-985.973806406108,5209.1879058744,5117.88617303921,-6.84313196336,2.18083955335056,-3.55199313406269
1475,24.5106885102487,-14.7772462536589,410233.534261532,-1020.1695090452,5220.02169478807,5100.04447132921,-6.83511803096667,2.15266317184889,-3.58466825985245
1480,24.7480132182234,-14.5548753296093,410267.968924735,-1054.32464711496,5230.71441619337,5082.03968342806,-6.82690619832839,2.12441267095422,-3.61722743588635
1485,24.9849346515304,-14.3315816254896,410302.862845483,-1088.43824737965,5241.26569829984,5063.87239169809,-6.81849682815287,2.09608883054572,-3.64966961827679
1490,25.2214469505409,-14.1073534656286,410338.209409567,-1122.5092923043,5251.675182795,5045.54318369823,-6.80989027204658,2.06769248987735,-3.68199377223793
1495,25.4575441958739,-13.88217859513,410374.001960837,-1156.53681225999,5261.94250597991,5027.05265213911,-6.80108690646217,2.03922442701559,-3.71419887182437
1500,25.6932204074906,-13.6560446840372,410410.233801569,-1190.51983960344,5272.06730774304,5008.40139483989,-6.79208711258521,2.01068541872904,-3.74628389946398
1505,25.9284695437821,-13.4289398315467,410446.898192759,-1224.45736220455,5282.04924233163,4989.59001468798,-6.78289125782481,1.98207630008712,-3.77824784531509
1510,26.163285500651,-13.2008515573674,410483.988354509,-1258.34841618176,5291.88795768579,4970.6191196023,-6.77349973055728,1.95339784485251,-3.81008970648068
1515,26.3976621105834,-12.9717673060188,410521.497466425,-1292.19203968786,5301.58310531298,4951.4893225007,-6.76391292119931,1.92465082562351,-3.84180848611893
1520,26.6315931417139,-12.7416749511659,410559.418668109,-1325.98722616996,5311.13435195452,4932.20124127209,-6.75413120501106,1.89583607360821,-3.87340319249533
1525,26.8650722968859,-12.5105617871235,410597.745059722,-1359.73301761834,5320.54135713273,4912.75549875328,-6.74415497596344,1.86695435987645,-3.90487283801859
1530,27.0980932127033,-12.2784150332864,410636.46970266,-1393.42845807975,5329.80378392795,4893.15272271066,-6.73398462925363,1.83800645555202,-3.93621643830798
1535,27.3306494585756,-12.045222338619,410675.585620307,-1427.07254666976,5338.92131154161,4873.39354582627,-6.7236205455759,1.808993191518,-3.96743301133376
1540,27.5627345357596,-11.8109707733005,410715.085798956,-1460.66433132429,5347.89361106712,4853.47860568806,-6.71306312414845,1.77991534029374,-3.9985215766647
1543.93877067179,27.7452244437076,-11.62568397155,410746.468195684,-1487.08895116321,5354.85909975838,4837.6812679628,-6.70461059610343,1.75696416433697,-4.02292094432473
1543.93877067181,27.7452244437084,-11.625683971549,410746.468195684,-1487.08895116334,5354.85909975841,4837.68126796273,-6.70461059610339,1.75696416433685,-4.02292094432484
1545,27.7943418763938,-11.5756473333211,410754.963188761,-1494.20286206063,5356.72035716842,4833.40854478338,-6.7023127666172,1.75077367598151,-4.02948115485946
1550,28.0254648425273,-11.3392394451261,410795.210704829,-1527.68714376473,5365.40124153594,4813.18401049536,-6.69136986264036,1.72156903360107,-4.06031076702332
1555,28.2560967251466,-11.1017339574407,410835.821228396,-1561.11623042958,5373.93594688917,4792.80565510076,-6.68023482181414,1.69230219135182,-4.09100943454253
1560,28.486230743196,-10.8631176460353,410876.787608047,-1594.48917818378,5382.32415955057,4772.27413576892,-6.66890805864319,1.66297393004997,-4.1215761790087
1565,28.715860042594,-10.6233777185539,410918.102661017,-1627.80499787019,5390.56558378736,4751.59011456051,-6.65738997905669,1.63358509187037,-4.15201002232754
1570,28.9449776952488,-10.382500806528,410959.759174509,-1661.06274975194,5398.65991405002,4730.75425842538,-6.64568101079713,1.60413646286479,-4.18230998699758
1575,29.173576698068,-10.1404734703373,411001.74990703,-1694.26149632119,5406.60684843308,4709.76723919846,-6.63378158901795,1.57462883177394,-4.2124750965457
1580,29.4016499719665,-9.89728270424796,411044.06758972,-1727.40025467912,5414.40610389317,4688.6297335934,-6.62169214329641,1.54506304812339,-4.24250437609007
1585,29.6291903608731,-9.65291492862749,411086.704927674,-1760.47809168448,5422.05738672732,4667.34242319286,-6.60941312606333,1.51543990505221,-4.27239685299647
1590,29.856190630734,-9.40735649514067,411129.65460121,-1793.49407654717,5429.56040691192,4645.90599443561,-6.59694499846692,1.48576019757409,-4.30215155759869
1595,30.0826434685133,-9.1605941919915,411172.909267102,-1826.44723301752,5436.91489418736,4624.32113859976,-6.58428821758757,1.45602478015325,-4.33176752394294
1600,30.3085414811961,-8.91261423640002,411216.461559764,-1859.33663494241,5444.12056678329,4602.58855178237,-6.5714432626785,1.42623445007104,-4.3612437905175
1605,30.5338771947864,-8.66340278002654,411260.304092361,-1892.16135864945,5451.17714662807,4580.70893487553,-6.55841062117222,1.3963900053486,-4.39057940093787
1610,30.7586430533059,-8.41294641447687,411304.429457871,-1924.92043494474,5458.08437629495,4558.68299353915,-6.5451907760686,1.36649230204859,-4.41977340455361
1615,30.9828314177938,-8.16123116403324,411348.830230103,-1957.61294504705,5464.84198598352,4536.51143817097,-6.53178423004498,1.33654213847288,-4.44882485694944
1620,31.2064345653046,-7.90824299135009,411393.498964666,-1990.23797276406,5471.44970959704,4514.19498387441,-6.51819149177079,1.30654031299704,-4.47773282032541
1625,31.4294446879069,-7.65396830324811,411438.428199902,-2022.79455630298,5477.90730254778,4491.73435042483,-6.50441306372122,1.27648768132733,-4.50649636374176
1630,31.6518538916851,-7.39839294372714,411483.6104578,-2055.28178455295,5484.21450700907,4469.13026223487,-6.49044946447122,1.2463850417695,-4.53511456322317
1635,31.8736541957401,-7.1415026999714,411529.03824492,-2087.69874905967,5490.37106886085,4446.38344831966,-6.47630121570342,1.2162331931262,-4.56358650172925
1640,32.0948375311928,-6.88328380843661,411574.704053331,-2120.04449566073,5496.37675635355,4423.49464226253,-6.46196883087253,1.18603299200031,-4.59191126900043
1645,32.3153957401925,-6.62372194819835,411620.600361566,-2152.31812108978,5502.23132364857,4400.46458218164,-6.44745283611371,1.15578523921037,-4.62008796129702
1650,32.5353205749257,-6.36280274727656,411666.719635644,-2184.51872476529,5507.93452863215,4377.29401069827,-6.43275375838429,1.12549073770932,-4.64811568105703
1655,32.7546036966306,-6.10051228906999,411713.054330148,-2216.64536026418,5513.48615243891,4353.9836749069,-6.41787211539366,1.09515034982761,-4.67599353649965
1660,32.9732366746176,-5.8368361060441,411759.59688937,-2248.69713223235,5518.88596129614,4330.53432634729,-6.40280843548428,1.06476488469854,-4.70372064120538
1665,33.1912109852945,-5.57175968642357,411806.339748532,-2280.67314800547,5524.1337252055,4306.94672097879,-6.38756324721299,1.03433515596188,-4.73129611370569
